"","X.1","X","Gender","County","Ethnicity","college","Stu_Department","ResidenceHall","Stu_DivisionCode","Stu_MajorDesc","UniPriorhours","UWFpriorhours","averageGPA1stFall","rankGPA1stFall","Stu_GPAGradePoints","GPA1stFall"
"5357",5357,5357,"Male","Escambia","White","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Electrical Engineering",0,0,"Below2.7","above2.3",31.8,2.44615384615385
"5358",5358,5358,"Male","Santa Rosa","White","Science and Engineering","Physics","Commuter","L","Engineering",12,0,"Above2.7","above2.3",46.5,3.32142857142857
"5359",5359,5359,"Female","Walton","White","Arts, Social Sciences and Humanities","Communication","Commuter","L","Communication",28,0,"Above2.7","above2.3",40.8,3.4
"5360",5360,5360,"Male","Santa Rosa","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",6,0,"Above2.7","above2.3",42.2,3.01428571428571
"5361",5361,5361,"Male","Okaloosa","White","Science and Engineering","Biology","Commuter","U","Biology",64,0,"Above2.7","above2.3",44.4,3.7
"5362",5362,5362,"Male","Duval","White","No College Designated","Undeclared","Martin Hall","L","Undecided",0,0,"Above2.7","above2.3",38.9,2.77857142857143
"5363",5363,5363,"Female","Santa Rosa","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",3,0,"Above2.7","above2.3",40.3,3.35833333333333
"5364",5364,5364,"Female","Orange","White","Business","Management & MIS","Heritage Hall","L","General Business",9,0,"Below2.7","under2.0",21,1.61538461538462
"5365",5365,5365,"Female","Escambia","White","Health","Nursing","Commuter","L","Pre-BSN",6,0,"Above2.7","above2.3",38.1,2.93076923076923
"5366",5366,5366,"Male","Escambia","White","Business","Accounting & Finance","Commuter","L","Professional Accountancy",0,0,"Below2.7","above2.3",28.2,2.35
"5367",5367,5367,"Male","Escambia","Asian","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Electrical Engineering",0,0,"Above2.7","above2.3",60,4
"5368",5368,5368,"Female","Santa Rosa","Hispanic","Arts, Social Sciences and Humanities","Government","Argo Hall","L","International Studies",0,0,"Above2.7","above2.3",49.9,3.11875
"5369",5369,5369,"Male","Escambia","White","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Pre-Electrical Engineering",0,0,"Above2.7","above2.3",39,3.25
"5370",5370,5370,"Male","Escambia","Hispanic","Science and Engineering","Computer Science","Commuter","L","Software Design & Development",9,0,"Above2.7","above2.3",47.1,3.14
"5371",5371,5371,"Female","Santa Rosa","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",32,0,"Above2.7","above2.3",45.2,3.47692307692308
"5372",5372,5372,"Female","Santa Rosa","White","Arts, Social Sciences and Humanities","Theatre","Heritage Hall","L","Theatre",24,0,"Above2.7","above2.3",45.6,3.50769230769231
"5373",5373,5373,"Female","Osceola","Hispanic","Arts, Social Sciences and Humanities","Government","Pace Hall","L","Political Science Pre-Law",24,0,"Below2.7","under2.3",24.9,2.075
"5374",5374,5374,"Female","St. Johns","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",27,0,"Below2.7","under1.5",15,1.25
"5375",5375,5375,"Male","St. Johns","White","Health","Nursing","Argo Hall","L","Pre-BSN",6,0,"Above2.7","above2.3",43.2,3.6
"5376",5376,5376,"Female","Santa Rosa","White","Education and Professional Studies","Criminal Justice","Commuter","L","Criminal Justice",15,0,"Above2.7","above2.3",42.3,3.525
"5377",5377,5377,"Male","Palm Beach","Two or More","Health","Health Sciences & Admin","Martin Hall","L","Professional",9,0,"Below2.7","under1.5",17.1,1.06875
"5378",5378,5378,"Female","Santa Rosa","White","Health","Psychology","Presidents Hall","L","Psychology B.S.",7,0,"Below2.7","under1.5",16.4,1.26153846153846
"5379",5379,5379,"Female","Santa Rosa","White","Science and Engineering","Biology","Commuter","L","Marine Biology",14,0,"Below2.7","under2.3",31.6,2.10666666666667
"5380",5380,5380,"Female","Non-Florida","Asian","Science and Engineering","Computer Science","Martin Hall","L","Computer Science",10,0,"Above2.7","above2.3",54.1,3.38125
"5381",5381,5381,"Female","Seminole","White","Science and Engineering","Biology","Heritage Hall","L","Biomedical Sciences",0,0,"Below2.7","above2.3",39,2.6
"5382",5382,5382,"Male","Santa Rosa","White","Science and Engineering","Computer Science","Commuter","L","Computer Science",0,0,"Above2.7","above2.3",44.4,3.41538461538462
"5383",5383,5383,"Female","Santa Rosa","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",22,0,"Above2.7","above2.3",41.1,3.16153846153846
"5384",5384,5384,"Female","Walton","White","Business","Management & MIS","Martin Hall","L","General Business",0,0,"Below2.7","under2.3",24.3,2.025
"5385",5385,5385,"Male","Orange","African American","Science and Engineering","Electrical & Computer Engineer","Presidents Hall","L","Computer Engineering",6,0,"Below2.7","under2.0",15.9,1.59
"5386",5386,5386,"Male","Citrus","White","Science and Engineering","Earth & Environmental Sciences","Argo Hall","L","Environmental Management",9,0,"Below2.7","above2.3",31.9,2.45384615384615
"5387",5387,5387,"Female","Martin","White","Health","Nursing","Martin Hall","L","Pre-BSN",18,3,"Above2.7","above2.3",39,3
"5388",5388,5388,"Male","Santa Rosa","White","No College Designated","Undeclared","Commuter","L","Undecided",6,0,"Below2.7","above2.3",30.9,2.575
"5389",5389,5389,"Female","Okaloosa","White","Health","Psychology","Commuter","U","Psychology B.S.",64,0,"Above2.7","above2.3",51,3.1875
"5390",5390,5390,"Male","Escambia","African American","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",0,0,"Above2.7","above2.3",30.9,3.09
"5391",5391,5391,"Female","Escambia","Hispanic","No College Designated","Undeclared","Commuter","L","Undeclared",0,0,"Below2.7","above2.3",21,2.33333333333333
"5392",5392,5392,"Female","Escambia","Two or More","Arts, Social Sciences and Humanities","Art","Commuter","L","Studio Art",21,0,"Above2.7","above2.3",45,3.75
"5393",5393,5393,"Female","Santa Rosa","Two or More","Health","Psychology","Commuter","L","Psychology",13,0,"Above2.7","above2.3",57.9,3.86
"5394",5394,5394,"Female","Volusia","White","Business","Accounting & Finance","Argo Hall","L","Professional Accountancy",6,0,"Above2.7","above2.3",41.1,3.425
"5395",5395,5395,"Male","Osceola","White","Science and Engineering","Computer Science","Presidents Hall","L","Computer Science",0,0,"Below2.7","above2.3",34,2.61538461538462
"5396",5396,5396,"Female","Okaloosa","Two or More","Science and Engineering","Biology","Martin Hall","L","Preprofessional Biology",0,0,"Below2.7","above2.3",29.9,2.3
"5397",5397,5397,"Female","Non-Florida","White","Education and Professional Studies","Teacher Ed & Ed Leadership","Heritage Hall","L","Elementary Education--PENDING",0,0,"Above2.7","above2.3",54.9,3.66
"5398",5398,5398,"Male","Orange","Non-Resident Alien","Education and Professional Studies","Legl Stds, Pub Adm & Sprt Mgmt","Commuter","L","Sport Management",9,0,"Below2.7","under2.0",18,1.5
"5399",5399,5399,"Female","Bay","Two or More","Arts, Social Sciences and Humanities","Government","Heritage Hall","L","International Studies",24,0,"Below2.7","under1.5",12.9,1.075
"5400",5400,5400,"Male","Santa Rosa","White","No College Designated","Undeclared","Commuter","L","Undeclared",21,0,"Above2.7","above2.3",43.2,3.6
"5401",5401,5401,"Female","Escambia","White","Arts, Social Sciences and Humanities","Communication","Commuter","U","Communication",70,0,"Above2.7","above2.3",60,4
"5402",5402,5402,"Female","Escambia","Asian","Arts, Social Sciences and Humanities","Government","Commuter","U","International Studies",63,0,"Above2.7","above2.3",43.4,3.1
"5403",5403,5403,"Male","Santa Rosa","Asian","Health","Nursing","Commuter","U","Pre-BSN",62,6,"Above2.7","above2.3",39,3.25
"5404",5404,5404,"Male","Non-Florida","White","Health","Nursing","Heritage Hall","L","Pre-BSN",0,0,"Below2.7","under2.0",26.3,1.87857142857143
"5405",5405,5405,"Female","Escambia","White","Science and Engineering","Earth & Environmental Sciences","Commuter","U","Environmental Management",60,0,"Below2.7","above2.3",31.4,2.41538461538462
"5406",5406,5406,"Female","Escambia","White","Science and Engineering","Chemistry","Commuter","L","Chemistry",15,0,"Above2.7","above2.3",38.9,2.77857142857143
"5407",5407,5407,"Male","Santa Rosa","White","Education and Professional Studies","Social Work","Argo Hall","L","Social Work",3,0,"Below2.7","Under1.0",0,0
"5408",5408,5408,"Male","St. Johns","White","No College Designated","Undeclared","Argo Hall","L","Undecided",0,0,"Above2.7","above2.3",49,3.76923076923077
"5409",5409,5409,"Male","Columbia","White","No College Designated","Undeclared","Argo Hall","L","Undecided",18,0,"Below2.7","above2.3",33.9,2.42142857142857
"5410",5410,5410,"Female","Okaloosa","White","No College Designated","Undeclared","Martin Hall","L","Undecided",0,0,"Above2.7","above2.3",60,4
"5411",5411,5411,"Male","Seminole","White","Science and Engineering","Biology","Heritage Hall","L","Biomedical Sciences",0,0,"Below2.7","under2.3",26.9,2.06923076923077
"5412",5412,5412,"Male","Pinellas","Two or More","Arts, Social Sciences and Humanities","Arts, SS, and Hum, Dean","Heritage Hall","L","General Studies",3,3,"Above2.7","above2.3",39,3.25
"5413",5413,5413,"Male","Santa Rosa","White","Business","Accounting & Finance","Heritage Hall","L","Professional Accountancy",18,0,"Above2.7","above2.3",57,3.8
"5414",5414,5414,"Female","Broward","Hispanic","Science and Engineering","Biology","Martin Hall","L","Marine Biology",21,0,"Above2.7","above2.3",46.6,3.58461538461538
"5415",5415,5415,"Female","Okaloosa","Two or More","Science and Engineering","Biology","Commuter","U","Preprofessional Biology",86,0,"Above2.7","above2.3",46,3.28571428571429
"5416",5416,5416,"Female","Santa Rosa","Two or More","Science and Engineering","Biology","Martin Hall","L","Biomedical Sciences",0,0,"Below2.7","above2.3",29.1,2.425
"5417",5417,5417,"Female","Santa Rosa","White","Education and Professional Studies","Administration and Law","Pace Hall","L","Legal Studies",18,0,"Above2.7","above2.3",59.1,3.94
"5418",5418,5418,"Female","Escambia","African American","Health","Movement Sciences and Health","Commuter","L","Athletic Training Ed--PENDING",3,0,"Above2.7","above2.3",45.4,3.24285714285714
"5419",5419,5419,"Female","Escambia","African American","Education and Professional Studies","Administration and Law","Commuter","L","Legal Studies",6,0,"Above2.7","above2.3",28.9,2.89
"5420",5420,5420,"Male","Bay","White","Health","Nursing","Martin Hall","L","Pre-BSN",27,0,"Above2.7","above2.3",42,3.23076923076923
"5421",5421,5421,"Male","Non-Florida","African American","Business","Accounting & Finance","Heritage Hall","L","Finance",0,0,"Below2.7","above2.3",32.1,2.46923076923077
"5422",5422,5422,"Female","Pasco","Hispanic","Health","Psychology","Argo Hall","L","Psychology",10,0,"Below2.7","under2.0",24.2,1.86153846153846
"5423",5423,5423,"Male","Escambia","White","Arts, Social Sciences and Humanities","Art","Commuter","L","Graphic Design",9,0,"Above2.7","above2.3",41.1,3.425
"5424",5424,5424,"Female","Escambia","White","Health","Nursing","Argo Hall","L","Pre-BSN",10,6,"Below2.7","Under1.0",4,0.285714285714286
"5425",5425,5425,"Female","Duval","White","Arts, Social Sciences and Humanities","English","Martin Hall","L","English: Creative Writing",6,6,"Below2.7","under2.0",25.9,1.99230769230769
"5426",5426,5426,"Male","Okaloosa","White","Science and Engineering","Mechanical Engineering","Commuter","L","Mechanical Engineering",0,0,"Below2.7","under1.5",12.8,1.28
"5427",5427,5427,"Female","Escambia","African American","Science and Engineering","Biology","Commuter","L","Preprofessional Biology",6,0,"Above2.7","above2.3",29.1,2.91
"5428",5428,5428,"Female","Escambia","Asian","Science and Engineering","Computer Science","Commuter","L","Computer Science",15,0,"Above2.7","above2.3",49,3.76923076923077
"5429",5429,5429,"Male","Bay","White","Science and Engineering","Biology","Presidents Hall","L","Marine Biology",0,0,"Above2.7","above2.3",48,4
"5430",5430,5430,"Female","Okaloosa","Two or More","Science and Engineering","Computer Science","Presidents Hall","U","Cybersecurity",60,0,"Above2.7","above2.3",43,3.07142857142857
"5431",5431,5431,"Female","Santa Rosa","Asian","Arts, Social Sciences and Humanities","Art","Commuter","L","Fine Arts--PENDING",47,12,"Above2.7","above2.3",56.1,3.74
"5432",5432,5432,"Male","Leon","White","Arts, Social Sciences and Humanities","Communication","Martin Hall","L","Communication",6,0,"Above2.7","above2.3",27.9,3.1
"5433",5433,5433,"Female","Escambia","White","Health","Medical Lab Sciences","Commuter","L","Clinical Lab Sciences--PENDING",0,0,"Above2.7","above2.3",64,4
"5434",5434,5434,"Female","Non-USA","Non-Resident Alien","Science and Engineering","Chemistry","Argo Hall","L","Chemistry",0,0,"Above2.7","above2.3",46.2,3.85
"5435",5435,5435,"Female","Duval","African American","Science and Engineering","Biology","Southside building 14","L","Preprofessional Biology",6,6,"Below2.7","above2.3",35.1,2.50714285714286
"5436",5436,5436,"Female","Dade","Hispanic","Arts, Social Sciences and Humanities","Government","Martin Hall","L","Political Science Pre-Law",4,6,"Below2.7","Under1.0",2,0.2
"5437",5437,5437,"Male","Okaloosa","White","Science and Engineering","Computer Science","Commuter","L","Software Engineering",0,0,"Below2.7","under2.0",23.1,1.925
"5438",5438,5438,"Female","Walton","White","No College Designated","Undeclared","Commuter","L","Undecided",3,0,"Above2.7","above2.3",49.8,3.1125
"5439",5439,5439,"Female","Volusia","White","Health","Psychology","Martin Hall","L","Psychology",21,0,"Below2.7","above2.3",32.9,2.35
"5440",5440,5440,"Female","Escambia","African American","Science and Engineering","Biology","Commuter","L","Preprofessional Biology",11,0,"Below2.7","under2.3",31.8,2.27142857142857
"5441",5441,5441,"Male","Collier","White","Business","Global Hosp & Tourism Mgmt","Pace Hall","L","Gbl Hsp & Trsm: Rvn Mgmt & P A",0,0,"Below2.7","Under1.0",0,0
"5442",5442,5442,"Male","Santa Rosa","White","Arts, Social Sciences and Humanities","Music","Martin Hall","L","Pre-Audition Music Performance",28,0,"Above2.7","above2.3",45,3.75
"5443",5443,5443,"Female","Santa Rosa","White","Science and Engineering","Biology","Argo Hall","L","Marine Biology",15,0,"Above2.7","above2.3",47.2,3.63076923076923
"5444",5444,5444,"Female","Escambia","White","Science and Engineering","Computer Science","Argo Hall","L","Computer Science",12,0,"Above2.7","above2.3",47.2,3.63076923076923
"5445",5445,5445,"Female","Escambia","White","No College Designated","Undeclared","Commuter","L","Undecided",9,0,"Above2.7","above2.3",49.1,3.50714285714286
"5446",5446,5446,"Male","Santa Rosa","White","Science and Engineering","Chemistry","Presidents Hall","L","Chemistry",38,0,"Below2.7","Under1.0",9.9,0.99
"5447",5447,5447,"Female","Santa Rosa","American Indian/Alaskan Native","Science and Engineering","Biology","Commuter","U","Biomedical Sciences",61,0,"Below2.7","under1.5",20.3,1.45
"5448",5448,5448,"Female","Santa Rosa","White","No College Designated","Undeclared","Commuter","L","Undecided",32,0,"Below2.7","under2.3",25.9,2.15833333333333
"5449",5449,5449,"Female","Washington","White","Education and Professional Studies","Teacher Ed & Ed Leadership","Presidents Hall","U","BA Excep Student Education",61,0,"Above2.7","above2.3",59.1,3.94
"5450",5450,5450,"Male","Non-Florida","White","Science and Engineering","Computer Science","Pace Hall","L","Cybersecurity",0,0,"Above2.7","above2.3",44.1,3.39230769230769
"5451",5451,5451,"Male","Hillsborough","White","Science and Engineering","Computer Science","Martin Hall","L","Computer Science",0,0,"Below2.7","above2.3",31.8,2.44615384615385
"5452",5452,5452,"Female","Walton","White","Business","Management & MIS","Commuter","L","General Business",0,0,"Below2.7","under2.3",30,2
